name,transfer_fee,market_value_in_eur,days_left_on_contract,age,position,height_in_cm,is_left_footed,is_tier1_nation,adjusted_goals_season1,adjusted_assists_season1,adjusted_clean_sheet_season1,goals_conceded_per_90_season1,minutes_played_season1,adjusted_goals_season2,adjusted_assists_season2,adjusted_clean_sheet_season2,goals_conceded_per_90_season2,minutes_played_season2,season,to_club_name
Beto,25000000.0,25000000.0,1429.0,25,Attack,194.0,0,0,10.534,2.128,4.67,2.104807275877003,2309.0,12.018,0.0,5.48,1.7599693251533743,2608.0,2023,Everton
Carlos Baleba,27000000.0,5000000.0,1795.0,19,Midfield,179.0,1,0,0.0,1.848,1.848,2.8544776119402986,536.0,0.0,0.0,0.0,0.0,0.0,2023,Brighton
Kauã Santos,1600000.0,400000.0,2525.0,20,Goalkeeper,198.0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2023,E. Frankfurt
Rémi Oudin,1000000.0,4000000.0,1064.0,27,Midfield,186.0,1,1,2.802,0.0,2.802,2.5303951367781155,1316.0,3.696,4.62,0.0,4.187248707639288,1741.0,2023,Lecce
Anastasios Douvikas,12000000.0,9000000.0,2160.0,24,Attack,186.0,0,0,17.382,3.408,8.265,1.9913077834847885,2531.0,8.265,2.556,5.112,1.8367346938775508,2401.0,2023,Celta de Vigo
Nathan Tella,23300000.0,18000000.0,1795.0,24,Midfield,173.0,0,0,1.194,0.0,0.597,2.783505154639175,291.0,0.0,1.597,0.0,3.1418918918918917,888.0,2023,B. Leverkusen
Cameron Archer,21550000.0,12000000.0,1795.0,22,Attack,175.0,0,1,0.0,0.0,0.0,11.162790697674419,129.0,0.0,0.0,0.0,11.25,24.0,2023,Sheff Utd
Mohammed Kudus,43000000.0,40000000.0,1795.0,23,Attack,177.0,1,0,14.148,5.199,7.245,1.9565217391304348,2944.0,0.852,0.852,1.704,3.1788079470198674,453.0,2023,West Ham
Djordje Petrovic,16000000.0,6000000.0,699.0,24,Goalkeeper,190.0,0,0,0.0,0.0,0.0,1.3846153846153846,390.0,0.0,0.0,0.0,0.0,0.0,2023,Chelsea
Andrei Rațiu,500000.0,1500000.0,1795.0,25,Defender,183.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2023,Rayo Vallecano
Angelo Stiller,5500000.0,5000000.0,1795.0,22,Midfield,183.0,1,1,0.925,0.925,0.0,4.238227146814404,722.0,2.447,1.85,2.7750000000000004,2.774922918807811,1946.0,2023,VfB Stuttgart
Daniel Peretz,5000000.0,4000000.0,1795.0,23,Goalkeeper,190.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2023,Bayern Munich
Mileta Rajovic,2000000.0,1000000.0,699.0,24,Attack,196.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2023,Watford
Giacomo Faticanti,1000000.0,800000.0,1795.0,19,Midfield,186.0,0,1,0.0,0.0,0.0,6.923076923076923,13.0,0.0,0.0,0.0,0.0,0.0,2023,Lecce
Dodi Lukébakio,10000000.0,12000000.0,1795.0,26,Attack,187.0,1,1,10.772,4.297000000000001,1.85,2.67644726407613,2522.0,1.85,2.7750000000000004,0.597,3.2669039145907472,1405.0,2023,Sevilla FC
Maduka Okoye,6000000.0,2000000.0,1795.0,24,Goalkeeper,198.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.709,1.354625550660793,2724.0,2023,Udinese
Nunzio Lella,500000.0,500000.0,699.0,23,Midfield,186.0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2023,Venezia
Jérémy Doku,60000000.0,28000000.0,1795.0,21,Attack,173.0,0,1,5.5440000000000005,3.042,3.696,2.623056994818653,1544.0,0.924,1.848,1.521,2.4725274725274726,546.0,2023,Man City
Deivid Washington,16000000.0,4000000.0,2525.0,18,Attack,187.0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2023,Chelsea
Phillipp Mwene,1000000.0,3000000.0,1064.0,29,Defender,170.0,0,0,0.0,1.4489999999999998,6.051,1.5511163337250293,2553.0,2.556,2.046,7.842,1.152542372881356,2655.0,2023,1.FSV Mainz 05
Valentino Lazaro,3400000.0,5000000.0,699.0,27,Midfield,181.0,0,0,0.0,3.399,0.934,1.6059957173447539,1401.0,0.0,1.744,0.872,1.8367346938775508,1274.0,2023,Torino
Jesper Karlsson,11150000.0,18000000.0,699.0,25,Attack,179.0,0,0,8.862,3.408,5.112,1.4530776992936427,1982.0,14.571,11.076,4.005,1.3093824228028503,3368.0,2023,Bologna
Marco Richter,3000000.0,5000000.0,699.0,26,Midfield,176.0,0,1,5.550000000000001,4.625,1.85,2.9772234273318876,1844.0,5.222,1.85,4.625,3.2663316582914574,1791.0,2023,1.FSV Mainz 05
Hannes Delcroix,3000000.0,2000000.0,1064.0,24,Defender,183.0,1,1,0.597,0.0,5.92,1.3518197573656847,1731.0,0.597,0.0,1.48,1.3461538461538463,468.0,2023,Burnley
Konstantinos Mavropanos,20000000.0,15000000.0,1795.0,26,Defender,194.0,0,0,1.85,0.925,3.641,1.8251748251748252,2860.0,4.297000000000001,0.925,3.372,1.7659425367904695,2854.0,2023,West Ham
Aaron Ramsey,16450000.0,5000000.0,1795.0,20,Midfield,181.0,0,1,0.0,0.0,0.0,0.0,58.0,0.0,0.0,0.0,0.0,0.0,2023,Burnley
Marco Pellegrino,3500000.0,400000.0,699.0,21,Defender,184.0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2023,AC Milan
Samu Aghehowa,6000000.0,200000.0,2160.0,19,Attack,193.0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2023,Atlético Madrid
Sergi Canós,250000.0,9000000.0,1429.0,26,Attack,177.0,0,1,3.288,1.644,1.644,2.3349056603773586,424.0,3.0,2.0,6.0,2.119113573407202,2166.0,2023,Valencia
Tyler Adams,26900000.0,18000000.0,1795.0,24,Midfield,175.0,0,0,0.0,0.0,5.0,1.5570934256055364,2312.0,0.0,0.925,6.088,1.8349514563106797,2060.0,2023,Bournemouth
Walid Cheddira,7000000.0,7500000.0,699.0,25,Attack,187.0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2023,Napoli
Nahuel Tenaglia,1000000.0,3000000.0,1429.0,27,Defender,181.0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.856,2.2667910447761193,1072.0,2023,Alavés
Giovanni Fabbian,5370000.0,6000000.0,1795.0,20,Midfield,186.0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2023,Bologna
Salvi Sánchez,700000.0,1500000.0,699.0,32,Attack,170.0,0,1,0.0,0.0,0.0,6.090225563909774,532.0,1.856,0.928,3.712,2.214095744680851,1504.0,2023,Espanyol
Arsen Zakharyan,13000000.0,15000000.0,2160.0,20,Midfield,183.0,0,0,3.921,8.076,6.414,1.9182948490230907,2815.0,7.010999999999999,7.244999999999999,7.608,1.49843912591051,2883.0,2023,Real Sociedad
Wataru Endo,20000000.0,6500000.0,1429.0,30,Midfield,178.0,0,0,5.222,5.222,4.2379999999999995,1.5187806205770278,3674.0,3.7,1.85,2.7750000000000004,1.8348930481283423,2992.0,2023,Liverpool
Dani Cárdenas,1300000.0,2000000.0,1429.0,26,Goalkeeper,186.0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.640000000000001,1.9166666666666665,2160.0,2023,Rayo Vallecano
Nikola Krstović,3900000.0,2200000.0,1429.0,23,Attack,185.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2023,Lecce
Roméo Lavia,62100000.0,32000000.0,2525.0,19,Midfield,181.0,0,1,1.0,0.0,3.0,2.3474968447623055,2377.0,0.0,0.0,0.0,0.0,0.0,2023,Chelsea
Chukwubuikem Ikwuemesi,1800000.0,500000.0,1429.0,22,Attack,195.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2023,Salernitana
Kevin Volland,4000000.0,8000000.0,1064.0,31,Attack,179.0,1,1,4.563,2.7720000000000002,0.924,4.513540621865597,997.0,10.107000000000001,11.358,9.183,1.1623128852362783,3407.0,2023,Union Berlin
Sory Kaba,1500000.0,2800000.0,1429.0,28,Attack,189.0,0,0,2.894,3.997,1.7,2.4620060790273555,1645.0,8.83,1.766,2.649,2.129577464788732,1775.0,2023,UD Las Palmas
Jorge de Frutos,8000000.0,8000000.0,1795.0,26,Attack,173.0,0,1,0.0,0.0,0.0,0.0,0.0,3.712,6.496,4.640000000000001,2.7010192525481314,1766.0,2023,Rayo Vallecano
Sergio Camello,5000000.0,10000000.0,1429.0,22,Attack,182.0,0,1,6.165,4.640000000000001,7.424,1.9670245398773005,2608.0,0.0,0.0,0.0,0.0,0.0,2023,Rayo Vallecano
Mateusz Legowski,3000000.0,1800000.0,1064.0,20,Midfield,181.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2023,Salernitana
Matteo Prati,5000000.0,1000000.0,1795.0,20,Midfield,185.0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2023,Cagliari
Leandro Paredes,2500000.0,12000000.0,1064.0,29,Midfield,180.0,0,1,0.934,1.521,0.934,2.1828358208955225,1608.0,0.924,1.848,4.293,1.2467532467532467,1155.0,2023,AS Roma
Lovro Majer,25000000.0,20000000.0,1795.0,25,Midfield,178.0,1,1,2.4450000000000003,6.141,7.989000000000001,1.8852459016393444,2196.0,6.738,9.183,9.453,1.4291530944625408,2456.0,2023,VfL Wolfsburg
Uroš Račić,2200000.0,6500000.0,699.0,25,Midfield,193.0,0,0,0.872,0.0,3.213,2.0179372197309418,1338.0,0.0,0.597,3.05,2.7615062761506275,1434.0,2023,Sassuolo
Ibrahima Koné,7500000.0,4000000.0,1795.0,24,Attack,190.0,1,0,6.468,0.924,3.696,2.986598596043395,1567.0,4.62,0.924,1.848,3.0991735537190084,726.0,2023,UD Almería
Pere Milla,3000000.0,3000000.0,1429.0,31,Attack,180.0,1,1,6.165000000000001,0.928,1.525,2.4846625766871164,1956.0,7.424,2.7840000000000003,3.978,2.123076923076923,1950.0,2023,Espanyol
Robin Gosens,13000000.0,15000000.0,699.0,29,Defender,183.0,1,1,3.399,0.0,3.996,2.5136911281489596,1826.0,2.128,1.868,1.868,1.337837837837838,740.0,2023,Union Berlin
Lukas Engel,1750000.0,700000.0,1429.0,25,Defender,178.0,1,0,0.85,4.25,4.938,1.594844945630286,2483.0,2.894,3.997,2.2969999999999997,2.9353846153846153,1625.0,2023,Middlesbrough
Matej Kovar,5000000.0,1800000.0,1429.0,23,Goalkeeper,196.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2023,B. Leverkusen
James Ward-Prowse,34800000.0,38000000.0,1429.0,29,Midfield,177.0,0,1,9.597,4.5969999999999995,4.0,2.096590909090909,3520.0,10.597,5.5969999999999995,7.0,1.8064338740720376,3637.0,2023,West Ham
Maximilian Wittek,750000.0,2000000.0,1064.0,28,Defender,173.0,1,1,2.556,5.9639999999999995,7.668,1.5551470588235294,2720.0,1.194,5.709,6.561,1.6772151898734178,2844.0,2023,VfL Bochum
Dan Ndoye,10150000.0,3500000.0,1429.0,23,Attack,184.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2023,Bologna
Lucas Beltrán,12600000.0,12000000.0,1795.0,22,Midfield,176.0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2023,Fiorentina
Moisés Caicedo,116000000.0,75000000.0,2890.0,22,Midfield,178.0,0,0,1.0,1.0,11.791,1.4342629482071714,4016.0,1.883,1.883,4.766,2.1739130434782608,1449.0,2023,Chelsea
Mohamed Kaba,3000000.0,3000000.0,1429.0,22,Midfield,185.0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2023,Lecce
Nathan Tjoe-A-On,350000.0,500000.0,1064.0,22,Defender,182.0,1,0,0.852,0.852,4.26,2.6790336496980154,2318.0,0.0,0.0,0.0,0.0,0.0,2023,Swansea
Harry Kane,95000000.0,90000000.0,1429.0,30,Attack,188.0,0,1,31.194,4.194,12.388,1.5060098986566108,4243.0,19.985,9.0,14.597,1.0947666195190946,3535.0,2023,Bayern Munich
Gustavo Hamer,17300000.0,8000000.0,1429.0,26,Midfield,169.0,0,1,0.0,0.0,0.0,3.1578947368421053,57.0,0.0,0.0,0.0,0.0,0.0,2023,Sheff Utd
Joakim Maehle,12200000.0,14000000.0,1429.0,26,Defender,185.0,0,0,2.802,2.802,4.67,1.8060200668896322,2392.0,2.128,1.5310000000000001,3.996,2.0123691722169363,2102.0,2023,VfL Wolfsburg
Wilson Odobert,12000000.0,6000000.0,2160.0,19,Attack,182.0,0,1,4.293,1.848,1.521,3.343949044585987,1884.0,0.0,0.0,0.0,0.0,0.0,2023,Burnley
Sergi Darder,8000000.0,16000000.0,1795.0,30,Midfield,180.0,0,1,6.165,3.712,5.5680000000000005,1.852710930704552,3449.0,2.7840000000000003,9.280000000000001,8.352,1.5049268438339802,3349.0,2023,RCD Mallorca
Andoni Gorosabel,1500000.0,9000000.0,1795.0,27,Defender,174.0,0,1,0.0,0.0,9.812000000000001,1.3586459286367796,2186.0,0.0,3.712,15.114,1.263277693474962,2636.0,2023,Alavés
Sergi Altimira,2000000.0,300000.0,1795.0,22,Midfield,188.0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2023,Real Betis
Mika Mármol,1900000.0,1200000.0,1064.0,22,Defender,181.0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2023,UD Las Palmas
Castello Lukeba,30000000.0,25000000.0,2160.0,21,Defender,184.0,1,1,1.848,0.0,5.5440000000000005,1.2659075686537173,2986.0,1.848,0.0,6.141,1.2974203338391501,2636.0,2023,RB Leipzig
Chermiti,12500000.0,3000000.0,1429.0,19,Attack,192.0,0,1,2.616,1.744,5.232,2.1259842519685037,1016.0,0.0,0.0,0.0,0.0,0.0,2023,Everton
Carl Starfelt,5000000.0,6500000.0,1429.0,28,Defender,187.0,0,0,1.64,0.82,8.574,0.7758620689655172,2436.0,0.0,0.82,15.508,0.7720903631684302,3497.0,2023,Celta de Vigo
M'Bala Nzola,12600000.0,8000000.0,699.0,27,Attack,185.0,1,0,13.336,2.465,5.604,1.6914893617021276,2820.0,1.868,0.934,0.934,3.0238726790450925,1131.0,2023,Fiorentina
Edson Álvarez,38000000.0,35000000.0,1795.0,26,Midfield,190.0,0,0,3.153,2.556,10.311,1.5254237288135593,3894.0,4.26,0.852,17.724,0.7492795389048992,3123.0,2023,West Ham
Jens Cajuste,12000000.0,6000000.0,699.0,24,Midfield,188.0,0,0,2.7720000000000002,0.924,4.62,1.8860510805500983,1527.0,1.848,0.0,1.774,3.3151432469304227,733.0,2023,Napoli
Jacob Brown,2900000.0,6000000.0,1429.0,25,Attack,178.0,0,0,0.597,0.0,0.0,2.5233644859813085,107.0,0.0,0.0,0.0,0.0,0.0,2023,Luton
Max Aarons,8100000.0,16000000.0,699.0,23,Defender,177.0,0,1,0.0,0.0,0.0,3.6734693877551017,98.0,0.0,2.0,4.0,2.4198552223371252,2901.0,2023,Bournemouth
Oliver Christensen,3800000.0,4000000.0,1795.0,24,Goalkeeper,190.0,0,0,0.0,0.0,2.7750000000000004,2.2718446601941746,3090.0,0.0,0.0,0.0,1.6666666666666665,540.0,2023,Fiorentina
Raúl García,6500000.0,4000000.0,1795.0,23,Attack,192.0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2023,CA Osasuna
Samú Costa,3000000.0,5000000.0,1795.0,23,Midfield,185.0,1,1,0.928,1.856,1.856,2.4705882352941178,2040.0,0.0,0.0,0.0,0.0,0.0,2023,RCD Mallorca
Alex Scott,23000000.0,20000000.0,1795.0,20,Midfield,178.0,0,1,0.0,0.597,0.0,2.2222222222222223,81.0,0.0,0.0,0.0,0.0,0.0,2023,Bournemouth
Sander Berge,13900000.0,20000000.0,2160.0,25,Midfield,195.0,0,0,0.597,0.0,0.597,1.2735849056603774,212.0,0.0,0.0,0.0,0.0,0.0,2023,Burnley
Matt Turner,8150000.0,8000000.0,699.0,29,Goalkeeper,191.0,0,0,0.0,0.0,2.388,0.625,720.0,0.0,0.0,0.0,0.0,0.0,2023,Nottm Forest
Sergio Arribas,6000000.0,5000000.0,2160.0,22,Midfield,174.0,1,1,0.597,0.0,0.0,9.642857142857142,28.0,0.0,0.0,0.0,0.0,0.0,2023,UD Almería
Vini Souza,12500000.0,6000000.0,1429.0,24,Midfield,187.0,0,1,0.928,0.928,3.712,2.1613508442776737,2665.0,1.766,0.883,2.649,1.671826625386997,2261.0,2023,Sheff Utd
Nnamdi Collins,1000000.0,750000.0,2525.0,19,Defender,191.0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2023,E. Frankfurt
Marc Pubill,5000000.0,1000000.0,2160.0,20,Defender,190.0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.928,0.0,5.209580838323354,501.0,2023,UD Almería
Nikola Vlašić,10600000.0,17000000.0,1429.0,26,Midfield,179.0,0,1,4.67,6.798,8.666,1.116325846463292,2983.0,1.0,1.428,4.816,2.1774193548387095,1488.0,2023,Torino
Senne Lynen,2250000.0,4000000.0,365.0,24,Midfield,185.0,0,1,1.48,5.298,8.568999999999999,1.3949759486905398,3742.0,0.883,2.649,2.649,1.5976331360946745,507.0,2023,Werder Bremen
Gustav Isaksen,13400000.0,7500000.0,1795.0,22,Attack,181.0,1,0,10.038,2.044,5.697,1.9658459094519458,2518.0,3.4909999999999997,4.25,7.4879999999999995,1.601873536299766,2135.0,2023,Lazio
Tino Livramento,37200000.0,25000000.0,1795.0,21,Defender,182.0,0,1,0.0,0.597,1.194,3.6486486486486487,296.0,1.0,2.0,7.0,1.9378881987577639,2415.0,2023,Newcastle
Micky van de Ven,40000000.0,30000000.0,2160.0,22,Defender,193.0,1,1,0.925,1.85,10.772,1.5405405405405403,3330.0,0.0,0.925,0.925,1.9047619047619047,189.0,2023,Tottenham
Luca Lipani,3000000.0,400000.0,1795.0,18,Midfield,185.0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2023,Sassuolo
Facundo González,1750000.0,1000000.0,699.0,20,Defender,193.0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2023,Juventus
Alejo Veliz,15000000.0,7000000.0,699.0,20,Attack,186.0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2023,Tottenham
Yann Sommer,6900000.0,5000000.0,1064.0,35,Goalkeeper,183.0,0,0,0.0,0.0,9.191,1.3373379702813784,3163.0,0.0,0.925,5.819,1.761416589002796,3219.0,2023,Inter
Gianluca Scamacca,25600000.0,22000000.0,1429.0,24,Attack,195.0,0,1,4.194,0.0,3.597,1.9400187441424555,1067.0,14.944,0.597,1.5310000000000001,2.531371700562527,2311.0,2023,Atalanta BC
Natan,10000000.0,5500000.0,699.0,22,Defender,188.0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2023,Napoli
Artem Dovbyk,7750000.0,15000000.0,2160.0,26,Attack,189.0,1,0,18.6,4.65,10.075000000000001,1.0256410256410258,2808.0,10.85,3.875,6.2,1.0072416063199474,1519.0,2023,Girona
Rogério,5500000.0,5500000.0,1429.0,25,Defender,178.0,1,1,0.0,3.399,7.472,1.8041406506736772,3043.0,0.0,1.5310000000000001,2.465,1.9747668678003292,1823.0,2023,VfL Wolfsburg
Robert Sánchez,23000000.0,22000000.0,2525.0,26,Goalkeeper,197.0,0,1,0.0,0.0,7.791,1.3411764705882354,2550.0,0.0,0.0,11.0,1.1842105263157894,3420.0,2023,Chelsea
Josko Gvardiol,90000000.0,75000000.0,1795.0,21,Defender,185.0,1,1,2.1189999999999998,0.0,6.416,1.4539579967689822,3095.0,1.85,2.447,8.863,1.4863325740318907,3512.0,2023,Man City
Rasmus Højlund,73900000.0,45000000.0,1795.0,20,Attack,191.0,1,0,9.6,3.736,4.67,2.1398002853067046,2103.0,0.0,0.0,0.0,0.0,0.0,2023,Man Utd
Dion Lopy,6500000.0,4000000.0,2160.0,21,Midfield,184.0,0,1,0.0,1.848,5.5440000000000005,1.9593613933236576,1378.0,0.0,0.0,2.7720000000000002,1.8043742405832321,1646.0,2023,UD Almería
Matheus França,20000000.0,9000000.0,1795.0,19,Midfield,184.0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2023,Crystal Palace
Ashley Phillips,2300000.0,2000000.0,669.0,18,Defender,196.0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2023,Tottenham
Djibril Sow,10000000.0,22000000.0,1795.0,26,Midfield,184.0,0,0,3.7,0.0,7.61,1.6026456372424318,3931.0,2.447,4.566,4.894,1.524576506525965,3601.0,2023,Sevilla FC
Axel Disasi,45000000.0,30000000.0,699.0,25,Defender,191.0,0,1,5.16,3.369,10.107000000000001,1.5856622114216283,4938.0,2.118,0.0,7.989000000000001,1.2202470623681831,3319.0,2023,Chelsea
Gonzalo Villar,1800000.0,2800000.0,1429.0,25,Midfield,181.0,0,1,0.0,0.0,0.0,4.077429983525535,1214.0,0.0,0.928,0.0,4.172185430463577,302.0,2023,Granada CF
Ylber Ramadani,1200000.0,800000.0,1064.0,27,Midfield,185.0,0,0,0.82,1.64,9.02,1.6103983794733288,2962.0,0.0,0.0,0.0,0.0,0.0,2023,Lecce
Yunus Musah,21200000.0,18000000.0,1795.0,21,Midfield,178.0,0,0,0.0,1.856,5.237,1.792372881355932,2360.0,2.122,0.597,5.8340000000000005,2.7641277641277644,1628.0,2023,AC Milan
Thomas Kaminski,2900000.0,2200000.0,365.0,31,Goalkeeper,190.0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2023,Luton
Cyle Larin,7500000.0,8000000.0,1795.0,28,Attack,188.0,0,0,8.307,2.7840000000000003,3.6670000000000003,2.1226415094339623,1696.0,6.462999999999999,0.838,2.514,2.382978723404255,2115.0,2023,RCD Mallorca
Auston Trusty,5800000.0,10000000.0,2160.0,25,Defender,190.0,1,0,0.0,0.0,0.0,1.6153846153846152,390.0,0.0,0.0,0.0,0.0,0.0,2023,Sheff Utd
Gino Infantino,2850000.0,3000000.0,1795.0,20,Midfield,178.0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2023,Fiorentina
Bernardo,600000.0,2500000.0,699.0,28,Defender,186.0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2023,VfL Bochum
Haris Tabakovic,500000.0,2200000.0,1429.0,29,Attack,194.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2023,Hertha BSC
Lesley Ugochukwu,27000000.0,9000000.0,669.0,19,Midfield,190.0,0,1,0.0,0.924,5.487,1.7579799904716533,2099.0,0.924,0.0,0.0,3.6960985626283365,487.0,2023,Chelsea
Stephy Mavididi,7500000.0,6000000.0,1795.0,25,Attack,182.0,0,1,3.696,1.848,1.848,2.9302325581395348,1290.0,7.392,2.7720000000000002,6.468,1.7883369330453562,2315.0,2023,Leicester
Mykola Kukharevych,2000000.0,500000.0,669.0,22,Attack,191.0,0,0,4.1,0.82,2.46,3.1270358306188926,921.0,0.0,0.0,0.0,5.443548387096774,248.0,2023,Swansea
El Bilal Touré,29100000.0,12000000.0,699.0,22,Attack,185.0,0,0,6.496,1.856,1.856,3.0214285714285714,1400.0,1.848,3.696,1.848,2.1,1200.0,2023,Atalanta BC
Florian Lejeune,2500000.0,4000000.0,1429.0,32,Defender,190.0,0,1,3.712,0.0,7.424,1.455434373824746,2659.0,0.0,0.0,3.712,1.8064516129032258,2790.0,2023,Rayo Vallecano
Calvin Bassey,22500000.0,15000000.0,1429.0,24,Defender,185.0,1,0,0.852,3.75,7.5,2.0294117647058822,3060.0,0.0,2.237,13.645,0.9606099110546379,3935.0,2023,Fulham
Ryan Giles,5850000.0,9000000.0,1429.0,23,Defender,183.0,1,1,0.0,0.0,0.0,1.8,150.0,0.0,0.0,0.0,0.0,0.0,2023,Luton
Eliezer Mayenda,800000.0,300000.0,1795.0,18,Attack,180.0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2023,Sunderland
Wladimiro Falcone,4000000.0,5000000.0,1795.0,28,Goalkeeper,195.0,0,1,0.0,0.0,5.604,1.2457627118644068,3540.0,0.0,0.0,1.868,1.7391304347826086,1035.0,2023,Lecce
Samuel Chukwueze,21100000.0,25000000.0,1795.0,24,Attack,172.0,1,0,8.553,6.431,5.237,1.4316702819956617,2766.0,5.172,2.7840000000000003,4.309,2.035048049745619,1769.0,2023,AC Milan
Benedict Hollerbach,2000000.0,1200000.0,365.0,22,Attack,181.0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2023,Union Berlin
Igor,16500000.0,10000000.0,1429.0,25,Defender,188.0,1,1,0.0,0.0,5.527,1.1598872331856624,2483.0,0.0,0.597,6.538,1.5405096995055156,2629.0,2023,Brighton
Mateo Retegui,15250000.0,16000000.0,1795.0,24,Attack,186.0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2023,Genoa
Christian Kabasele,6500000.0,1000000.0,699.0,32,Defender,187.0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.571428571428571,1190.0,2023,Udinese
Simone Romagnoli,100000.0,750000.0,699.0,33,Defender,193.0,0,1,0.0,0.0,0.597,4.268774703557312,253.0,1.868,0.0,3.736,2.0034246575342465,1752.0,2023,Frosinone
Raúl Jiménez,6400000.0,6000000.0,699.0,32,Attack,187.0,0,0,0.0,1.0,2.0,2.5585284280936453,1196.0,6.0,4.5969999999999995,10.0,1.3737900223380493,2686.0,2023,Fulham
Alexander Sørloth,10000000.0,12000000.0,1795.0,28,Attack,195.0,1,0,13.524000000000001,3.3810000000000002,11.934000000000001,1.0558021559923907,3154.0,6.1,0.597,9.215,1.842456608811749,2247.0,2023,Villarreal
Antonio Blanco,4000000.0,5000000.0,1429.0,23,Midfield,176.0,0,1,0.0,0.0,0.0,5.179856115107914,278.0,0.0,0.0,0.0,0.0,0.0,2023,Alavés
Anthony Elanga,17500000.0,18000000.0,1795.0,21,Attack,178.0,0,0,0.0,1.0,2.0,3.6818181818181817,660.0,2.597,2.0,4.0,2.7081875437368788,1429.0,2023,Nottm Forest
Luca Koleosho,3000000.0,1000000.0,1429.0,19,Attack,175.0,0,1,0.928,0.0,0.0,14.210526315789473,76.0,0.0,0.0,0.0,0.0,0.0,2023,Burnley
Marcel Sabitzer,19000000.0,20000000.0,1429.0,29,Midfield,178.0,0,0,2.716,1.925,8.969,2.039408866995074,2030.0,0.925,0.925,4.297000000000001,2.6740947075208914,1077.0,2023,Bor. Dortmund
Attila Szalai,12300000.0,14000000.0,699.0,25,Defender,192.0,1,0,2.2729999999999997,1.676,11.962,1.1662591687041564,4090.0,0.838,1.676,4.787,1.3524150268336315,2795.0,2023,TSG Hoffenheim
